granularity,year,province,province_lat,province_lng,region,county,farm_id,beekeeping_mode,bee_colonies_10k,honey_production_tonnes,yield_kg_per_colony,beekeeper_households,colonies_per_household,nectar_source_score,pesticide_risk_score,dominant_nectar_source,data_source
county_year,2018,四川,30.5728,104.0668,西南,中江,,大转地意蜂,9.51,5787.3,60.9,4218,22.5,8,8,柑橘,county_simulation
county_year,2019,四川,30.5728,104.0668,西南,中江,,大转地意蜂,9.7,4108.3,42.4,3430,28.3,8,1,刺槐,county_simulation
county_year,2020,四川,30.5728,104.0668,西南,中江,,大转地意蜂,9.76,4631.6,47.5,5295,18.4,10,10,荔枝,county_simulation
county_year,2021,四川,30.5728,104.0668,西南,中江,,定地中蜂,10.09,5320.4,52.7,4077,24.7,6,6,油菜,county_simulation
county_year,2022,四川,30.5728,104.0668,西南,中江,,定地中蜂,10.33,3780.6,36.6,3671,28.1,6,8,刺槐,county_simulation
county_year,2023,四川,30.5728,104.0668,西南,中江,,定地意蜂,9.35,1880.3,20.1,3609,25.9,5,9,向日葵,county_simulation
county_year,2024,四川,30.5728,104.0668,西南,中江,,定地中蜂,9.86,6393.6,64.8,5115,19.3,3,7,刺槐,county_simulation
county_year,2025,四川,30.5728,104.0668,西南,中江,,定地中蜂,9.53,2481.4,26.0,4682,20.4,4,8,枣树,county_simulation
county_year,2016,四川,30.5728,104.0668,西南,三台,,大转地意蜂,8.41,5578.5,66.3,3660,23.0,8,8,柑橘,county_simulation
county_year,2017,四川,30.5728,104.0668,西南,三台,,大转地意蜂,7.08,3181.9,44.9,3609,19.6,9,7,柑橘,county_simulation
county_year,2018,四川,30.5728,104.0668,西南,三台,,小转地,7.84,5179.0,66.1,3253,24.1,10,3,荆条,county_simulation
county_year,2019,四川,30.5728,104.0668,西南,三台,,定地意蜂,8.09,4069.9,50.3,3124,25.9,9,7,紫云英,county_simulation
county_year,2020,四川,30.5728,104.0668,西南,三台,,定地意蜂,7.98,4637.9,58.1,2752,29.0,7,6,荔枝,county_simulation
county_year,2021,四川,30.5728,104.0668,西南,三台,,定地意蜂,8.04,3267.2,40.6,4101,19.6,9,6,向日葵,county_simulation
county_year,2022,四川,30.5728,104.0668,西南,三台,,定地意蜂,8.27,4234.9,51.2,4051,20.4,6,3,荆条,county_simulation
county_year,2023,四川,30.5728,104.0668,西南,三台,,大转地意蜂,8.22,2969.0,36.1,3121,26.3,6,9,椴树,county_simulation
county_year,2024,四川,30.5728,104.0668,西南,三台,,定地意蜂,8.46,4695.8,55.5,2886,29.3,7,1,向日葵,county_simulation
county_year,2025,四川,30.5728,104.0668,西南,三台,,大转地意蜂,7.44,1685.4,22.7,3296,22.6,4,5,荆条,county_simulation
county_year,2016,四川,30.5728,104.0668,西南,盐亭,,定地意蜂,9.8,2264.0,23.1,4960,19.8,4,9,油菜,county_simulation
county_year,2017,四川,30.5728,104.0668,西南,盐亭,,小转地,10.65,5410.8,50.8,4545,23.4,9,7,枣树,county_simulation
county_year,2018,四川,30.5728,104.0668,西南,盐亭,,大转地意蜂,10.47,5738.2,54.8,3798,27.6,7,7,紫云英,county_simulation
county_year,2019,四川,30.5728,104.0668,西南,盐亭,,大转地意蜂,10.3,3670.2,35.6,3466,29.7,1,5,枣树,county_simulation
county_year,2020,四川,30.5728,104.0668,西南,盐亭,,小转地,10.7,6795.1,63.5,3909,27.4,6,10,向日葵,county_simulation
county_year,2021,四川,30.5728,104.0668,西南,盐亭,,小转地,10.96,6164.5,56.2,5383,20.4,5,8,荆条,county_simulation
county_year,2022,四川,30.5728,104.0668,西南,盐亭,,大转地意蜂,11.53,7854.7,68.1,6102,18.9,7,1,紫云英,county_simulation
county_year,2023,四川,30.5728,104.0668,西南,盐亭,,定地意蜂,10.59,2970.1,28.0,5002,21.2,1,6,椴树,county_simulation
county_year,2024,四川,30.5728,104.0668,西南,盐亭,,定地意蜂,11.66,3228.1,27.7,5871,19.9,10,1,柑橘,county_simulation
county_year,2025,四川,30.5728,104.0668,西南,盐亭,,定地意蜂,12.33,7335.8,59.5,5704,21.6,2,6,向日葵,county_simulation
county_year,2016,四川,30.5728,104.0668,西南,安县,,定地中蜂,3.02,1366.8,45.3,1604,18.8,9,9,紫云英,county_simulation
county_year,2017,四川,30.5728,104.0668,西南,安县,,定地意蜂,3.05,935.4,30.7,1476,20.7,6,6,荔枝,county_simulation
county_year,2018,四川,30.5728,104.0668,西南,安县,,大转地意蜂,2.96,1377.1,46.5,1095,27.0,2,6,椴树,county_simulation
county_year,2019,四川,30.5728,104.0668,西南,安县,,小转地,2.94,1938.4,65.9,1143,25.7,1,6,紫云英,county_simulation
county_year,2020,四川,30.5728,104.0668,西南,安县,,定地意蜂,2.92,1147.4,39.3,995,29.3,1,9,龙眼,county_simulation
county_year,2021,四川,30.5728,104.0668,西南,安县,,定地意蜂,2.95,1308.0,44.3,1223,24.1,4,6,向日葵,county_simulation
county_year,2022,四川,30.5728,104.0668,西南,安县,,大转地意蜂,2.83,1940.9,68.6,1477,19.2,2,4,枣树,county_simulation
county_year,2023,四川,30.5728,104.0668,西南,安县,,定地中蜂,3.2,806.3,25.2,1385,23.1,2,3,油菜,county_simulation
county_year,2024,四川,30.5728,104.0668,西南,安县,,大转地意蜂,3.01,733.7,24.4,1369,22.0,3,5,向日葵,county_simulation
county_year,2025,四川,30.5728,104.0668,西南,安县,,定地中蜂,2.69,1763.3,65.5,965,27.9,7,8,紫云英,county_simulation
county_year,2016,四川,30.5728,104.0668,西南,北川,,大转地意蜂,5.48,2561.4,46.7,2101,26.1,10,1,刺槐,county_simulation
county_year,2017,四川,30.5728,104.0668,西南,北川,,定地意蜂,5.07,1748.7,34.5,2109,24.0,10,2,荔枝,county_simulation
county_year,2018,四川,30.5728,104.0668,西南,北川,,大转地意蜂,4.83,1920.2,39.8,2077,23.3,8,3,向日葵,county_simulation
county_year,2019,四川,30.5728,104.0668,西南,北川,,定地意蜂,5.12,3063.7,59.8,1899,27.0,3,5,龙眼,county_simulation
county_year,2020,四川,30.5728,104.0668,西南,北川,,小转地,5.09,3244.3,63.7,2806,18.1,2,1,油菜,county_simulation
county_year,2021,四川,30.5728,104.0668,西南,北川,,大转地意蜂,5.16,2444.6,47.4,2270,22.7,5,4,龙眼,county_simulation
county_year,2022,四川,30.5728,104.0668,西南,北川,,小转地,5.02,3141.2,62.6,1738,28.9,3,3,枣树,county_simulation
county_year,2023,四川,30.5728,104.0668,西南,北川,,大转地意蜂,5.35,1376.6,25.7,2543,21.0,9,8,向日葵,county_simulation
county_year,2024,四川,30.5728,104.0668,西南,北川,,小转地,4.77,1551.9,32.5,1830,26.1,10,8,龙眼,county_simulation
county_year,2025,四川,30.5728,104.0668,西南,北川,,定地意蜂,5.13,1627.6,31.7,1968,26.1,10,2,枣树,county_simulation
county_year,2016,四川,30.5728,104.0668,西南,平武,,小转地,3.81,1344.3,35.3,1500,25.4,10,10,龙眼,county_simulation
county_year,2017,四川,30.5728,104.0668,西南,平武,,定地意蜂,3.58,1017.9,28.4,1213,29.5,4,4,紫云英,county_simulation
county_year,2018,四川,30.5728,104.0668,西南,平武,,定地意蜂,3.94,2126.8,54.0,1765,22.3,8,8,椴树,county_simulation
county_year,2019,四川,30.5728,104.0668,西南,平武,,小转地,3.91,1860.5,47.6,1804,21.7,10,2,荔枝,county_simulation
county_year,2020,四川,30.5728,104.0668,西南,平武,,定地意蜂,3.92,1839.7,46.9,1991,19.7,2,2,油菜,county_simulation
county_year,2021,四川,30.5728,104.0668,西南,平武,,定地中蜂,4.04,2449.5,60.6,1579,25.6,10,4,油菜,county_simulation
county_year,2022,四川,30.5728,104.0668,西南,平武,,定地中蜂,4.02,2811.4,69.9,1639,24.5,3,6,紫云英,county_simulation
county_year,2023,四川,30.5728,104.0668,西南,平武,,定地意蜂,3.84,2175.8,56.7,1408,27.3,3,8,向日葵,county_simulation
county_year,2024,四川,30.5728,104.0668,西南,平武,,小转地,4.08,1840.4,45.1,1792,22.8,10,3,向日葵,county_simulation
county_year,2025,四川,30.5728,104.0668,西南,平武,,小转地,3.69,1782.9,48.3,1853,19.9,8,6,油菜,county_simulation
county_year,2016,四川,30.5728,104.0668,西南,青川,,大转地意蜂,2.8,1077.2,38.5,1492,18.8,4,9,龙眼,county_simulation
county_year,2017,四川,30.5728,104.0668,西南,青川,,大转地意蜂,2.88,1845.4,64.1,992,29.0,6,2,向日葵,county_simulation
county_year,2018,四川,30.5728,104.0668,西南,青川,,小转地,2.8,1598.7,57.1,1315,21.3,7,7,龙眼,county_simulation
county_year,2019,四川,30.5728,104.0668,西南,青川,,定地意蜂,2.86,683.3,23.9,993,28.8,7,4,向日葵,county_simulation
county_year,2020,四川,30.5728,104.0668,西南,青川,,定地中蜂,2.91,1084.0,37.3,1046,27.8,10,1,向日葵,county_simulation
county_year,2021,四川,30.5728,104.0668,西南,青川,,定地意蜂,3.0,945.0,31.5,1288,23.3,4,3,荆条,county_simulation
county_year,2022,四川,30.5728,104.0668,西南,青川,,小转地,2.85,1734.2,60.8,1129,25.2,7,6,刺槐,county_simulation
county_year,2023,四川,30.5728,104.0668,西南,青川,,小转地,2.99,913.0,30.5,1259,23.7,7,1,枣树,county_simulation
county_year,2024,四川,30.5728,104.0668,西南,青川,,大转地意蜂,2.71,760.3,28.1,1089,24.9,10,3,油菜,county_simulation
county_year,2025,四川,30.5728,104.0668,西南,青川,,定地中蜂,2.76,1265.0,45.8,949,29.1,10,10,油菜,county_simulation
county_year,2016,四川,30.5728,104.0668,西南,剑阁,,小转地,8.71,5867.3,67.4,3126,27.9,8,10,椴树,county_simulation
county_year,2017,四川,30.5728,104.0668,西南,剑阁,,小转地,8.7,5352.1,61.5,4339,20.0,10,3,柑橘,county_simulation
county_year,2018,四川,30.5728,104.0668,西南,剑阁,,定地意蜂,9.25,5199.4,56.2,4368,21.2,8,10,柑橘,county_simulation
county_year,2019,四川,30.5728,104.0668,西南,剑阁,,大转地意蜂,9.78,2602.5,26.6,4339,22.5,4,9,向日葵,county_simulation
county_year,2020,四川,30.5728,104.0668,西南,剑阁,,小转地,9.63,4841.5,50.3,3449,27.9,8,10,柑橘,county_simulation
county_year,2021,四川,30.5728,104.0668,西南,剑阁,,大转地意蜂,9.46,4272.7,45.2,3451,27.4,2,8,荆条,county_simulation
county_year,2022,四川,30.5728,104.0668,西南,剑阁,,定地中蜂,10.28,2062.2,20.1,4200,24.5,9,7,龙眼,county_simulation
county_year,2023,四川,30.5728,104.0668,西南,剑阁,,定地中蜂,10.56,4376.9,41.4,4004,26.4,7,6,柑橘,county_simulation
county_year,2024,四川,30.5728,104.0668,西南,剑阁,,大转地意蜂,10.72,6631.3,61.9,3710,28.9,7,3,荔枝,county_simulation
county_year,2025,四川,30.5728,104.0668,西南,剑阁,,定地意蜂,10.04,6320.4,63.0,4829,20.8,10,9,紫云英,county_simulation
county_year,2016,四川,30.5728,104.0668,西南,苍溪,,大转地意蜂,3.56,724.7,20.4,1322,26.9,9,1,紫云英,county_simulation
county_year,2017,四川,30.5728,104.0668,西南,苍溪,,定地意蜂,3.11,1113.2,35.8,1184,26.3,2,3,紫云英,county_simulation
county_year,2018,四川,30.5728,104.0668,西南,苍溪,,定地中蜂,3.18,1995.4,62.7,1511,21.0,10,6,柑橘,county_simulation
county_year,2019,四川,30.5728,104.0668,西南,苍溪,,定地中蜂,3.32,1917.3,57.7,1268,26.2,9,9,椴树,county_simulation
county_year,2020,四川,30.5728,104.0668,西南,苍溪,,定地意蜂,3.3,1458.2,44.2,1335,24.7,10,6,紫云英,county_simulation
county_year,2021,四川,30.5728,104.0668,西南,苍溪,,小转地,3.38,1790.2,53.0,1196,28.3,8,3,刺槐,county_simulation
county_year,2022,四川,30.5728,104.0668,西南,苍溪,,大转地意蜂,3.26,1203.7,36.9,1429,22.8,3,7,油菜,county_simulation
county_year,2023,四川,30.5728,104.0668,西南,苍溪,,定地中蜂,3.58,1560.3,43.6,1284,27.9,2,2,荔枝,county_simulation
county_year,2024,四川,30.5728,104.0668,西南,苍溪,,定地中蜂,3.22,704.8,21.9,1698,19.0,7,10,向日葵,county_simulation
county_year,2025,四川,30.5728,104.0668,西南,苍溪,,小转地,3.26,745.7,22.9,1102,29.6,8,8,油菜,county_simulation
county_year,2016,四川,30.5728,104.0668,西南,旺苍,,大转地意蜂,2.52,864.4,34.3,911,27.6,10,9,向日葵,county_simulation
county_year,2017,四川,30.5728,104.0668,西南,旺苍,,定地意蜂,2.55,1369.4,53.7,1004,25.4,4,1,荆条,county_simulation
county_year,2018,四川,30.5728,104.0668,西南,旺苍,,定地中蜂,2.81,1123.2,40.0,1318,21.3,7,10,枣树,county_simulation
county_year,2019,四川,30.5728,104.0668,西南,旺苍,,大转地意蜂,2.7,632.6,23.4,1005,26.8,9,5,向日葵,county_simulation
county_year,2020,四川,30.5728,104.0668,西南,旺苍,,定地意蜂,2.73,1860.9,68.2,1230,22.2,4,10,枣树,county_simulation
county_year,2021,四川,30.5728,104.0668,西南,旺苍,,小转地,2.75,556.4,20.2,1203,22.8,7,9,刺槐,county_simulation
county_year,2022,四川,30.5728,104.0668,西南,旺苍,,大转地意蜂,2.81,1039.7,37.0,1168,24.0,9,5,向日葵,county_simulation
county_year,2023,四川,30.5728,104.0668,西南,旺苍,,定地中蜂,2.97,1624.9,54.7,1192,24.9,10,8,枣树,county_simulation
county_year,2024,四川,30.5728,104.0668,西南,旺苍,,定地中蜂,3.01,1292.6,42.9,1019,29.5,10,1,椴树,county_simulation
county_year,2025,四川,30.5728,104.0668,西南,旺苍,,小转地,2.56,1323.1,51.7,1360,18.8,4,6,紫云英,county_simulation
county_year,2016,四川,30.5728,104.0668,西南,沐川,,小转地,9.95,6130.1,61.6,5492,18.1,5,2,紫云英,county_simulation
county_year,2017,四川,30.5728,104.0668,西南,沐川,,小转地,9.77,2325.4,23.8,3507,27.9,8,6,龙眼,county_simulation
county_year,2018,四川,30.5728,104.0668,西南,沐川,,小转地,10.55,3074.2,29.1,4239,24.9,8,4,枣树,county_simulation
county_year,2019,四川,30.5728,104.0668,西南,沐川,,小转地,10.16,3082.4,30.3,3568,28.5,4,10,龙眼,county_simulation
county_year,2020,四川,30.5728,104.0668,西南,沐川,,定地中蜂,10.41,6871.6,66.0,5399,19.3,10,1,向日葵,county_simulation
county_year,2021,四川,30.5728,104.0668,西南,沐川,,定地意蜂,10.8,4164.5,38.6,3833,28.2,8,10,荔枝,county_simulation
county_year,2022,四川,30.5728,104.0668,西南,沐川,,定地意蜂,10.61,6981.4,65.8,3558,29.8,7,4,柑橘,county_simulation
county_year,2023,四川,30.5728,104.0668,西南,沐川,,大转地意蜂,10.03,4128.2,41.2,4126,24.3,9,6,紫云英,county_simulation
county_year,2024,四川,30.5728,104.0668,西南,沐川,,大转地意蜂,11.73,5027.5,42.9,4294,27.3,9,8,龙眼,county_simulation
county_year,2025,四川,30.5728,104.0668,西南,沐川,,大转地意蜂,11.52,3517.9,30.5,6349,18.1,6,6,柑橘,county_simulation
county_year,2016,四川,30.5728,104.0668,西南,峨边,,定地意蜂,9.79,3276.8,33.5,4627,21.2,6,3,椴树,county_simulation
county_year,2017,四川,30.5728,104.0668,西南,峨边,,定地意蜂,9.3,5357.7,57.6,4038,23.0,7,5,椴树,county_simulation
county_year,2018,四川,30.5728,104.0668,西南,峨边,,小转地,9.63,4698.9,48.8,4919,19.6,2,5,枣树,county_simulation
county_year,2019,四川,30.5728,104.0668,西南,峨边,,小转地,9.33,2780.6,29.8,3299,28.3,8,1,荆条,county_simulation
county_year,2020,四川,30.5728,104.0668,西南,峨边,,定地意蜂,9.46,6117.2,64.7,4823,19.6,8,5,荔枝,county_simulation
county_year,2021,四川,30.5728,104.0668,西南,峨边,,小转地,9.59,3828.3,39.9,3864,24.8,1,4,荔枝,county_simulation
county_year,2022,四川,30.5728,104.0668,西南,峨边,,定地意蜂,9.62,4087.8,42.5,3763,25.6,5,6,龙眼,county_simulation
county_year,2023,四川,30.5728,104.0668,西南,峨边,,大转地意蜂,9.84,3236.0,32.9,3371,29.2,7,2,龙眼,county_simulation
county_year,2024,四川,30.5728,104.0668,西南,峨边,,小转地,10.67,3195.4,29.9,3609,29.6,5,6,龙眼,county_simulation
county_year,2025,四川,30.5728,104.0668,西南,峨边,,大转地意蜂,10.42,5921.3,56.8,4368,23.8,7,10,荔枝,county_simulation
county_year,2016,四川,30.5728,104.0668,西南,马边,,定地意蜂,4.59,2388.1,52.0,1615,28.4,7,10,柑橘,county_simulation
county_year,2017,四川,30.5728,104.0668,西南,马边,,定地意蜂,5.33,1276.8,24.0,1845,28.9,4,6,龙眼,county_simulation
county_year,2018,四川,30.5728,104.0668,西南,马边,,定地中蜂,5.2,2614.0,50.3,1960,26.5,5,8,龙眼,county_simulation
county_year,2019,四川,30.5728,104.0668,西南,马边,,小转地,5.27,2240.5,42.5,2173,24.3,3,1,荆条,county_simulation
county_year,2020,四川,30.5728,104.0668,西南,马边,,大转地意蜂,5.4,3619.2,67.0,2081,25.9,4,3,紫云英,county_simulation
county_year,2021,四川,30.5728,104.0668,西南,马边,,大转地意蜂,5.33,3407.7,63.9,2840,18.8,1,7,向日葵,county_simulation
county_year,2022,四川,30.5728,104.0668,西南,马边,,小转地,5.68,1881.4,33.1,2989,19.0,2,7,荔枝,county_simulation
county_year,2023,四川,30.5728,104.0668,西南,马边,,小转地,5.3,2234.4,42.2,1973,26.9,3,9,荆条,county_simulation
county_year,2024,四川,30.5728,104.0668,西南,马边,,定地意蜂,5.01,3157.2,63.0,1929,26.0,8,8,向日葵,county_simulation
county_year,2025,四川,30.5728,104.0668,西南,马边,,小转地,6.38,1707.0,26.8,2595,24.6,10,10,椴树,county_simulation
county_year,2016,四川,30.5728,104.0668,西南,筠连,,定地意蜂,6.59,3042.8,46.2,2660,24.8,6,8,向日葵,county_simulation
county_year,2017,四川,30.5728,104.0668,西南,筠连,,定地中蜂,7.24,2562.5,35.4,3795,19.1,5,3,荔枝,county_simulation
county_year,2018,四川,30.5728,104.0668,西南,筠连,,小转地,7.38,4274.1,57.9,3039,24.3,6,5,椴树,county_simulation
county_year,2019,四川,30.5728,104.0668,西南,筠连,,定地中蜂,7.02,3130.7,44.6,2673,26.3,5,1,紫云英,county_simulation
county_year,2020,四川,30.5728,104.0668,西南,筠连,,定地意蜂,7.11,4254.5,59.8,2825,25.2,4,7,向日葵,county_simulation
county_year,2021,四川,30.5728,104.0668,西南,筠连,,定地中蜂,7.15,3985.9,55.7,3404,21.0,7,4,荔枝,county_simulation
county_year,2022,四川,30.5728,104.0668,西南,筠连,,定地意蜂,6.89,3157.7,45.8,2701,25.5,5,9,荔枝,county_simulation
county_year,2023,四川,30.5728,104.0668,西南,筠连,,定地意蜂,7.21,2099.6,29.1,2552,28.2,2,8,柑橘,county_simulation
county_year,2024,四川,30.5728,104.0668,西南,筠连,,定地意蜂,7.31,3260.2,44.6,2768,26.4,1,3,油菜,county_simulation
county_year,2025,四川,30.5728,104.0668,西南,筠连,,定地意蜂,8.46,5805.0,68.6,4631,18.3,5,3,椴树,county_simulation
county_year,2016,四川,30.5728,104.0668,西南,珙县,,定地意蜂,8.28,3699.4,44.7,4180,19.8,7,5,椴树,county_simulation
county_year,2017,四川,30.5728,104.0668,西南,珙县,,定地意蜂,7.12,4241.5,59.6,3021,23.6,2,3,油菜,county_simulation
county_year,2018,四川,30.5728,104.0668,西南,珙县,,小转地,8.15,3843.5,47.2,3588,22.7,4,5,紫云英,county_simulation
county_year,2019,四川,30.5728,104.0668,西南,珙县,,小转地,7.84,4579.1,58.4,4028,19.5,7,8,枣树,county_simulation
county_year,2020,四川,30.5728,104.0668,西南,珙县,,大转地意蜂,8.08,3477.8,43.0,4390,18.4,9,4,椴树,county_simulation
county_year,2021,四川,30.5728,104.0668,西南,珙县,,小转地,8.11,5418.4,66.8,2745,29.5,1,9,向日葵,county_simulation
county_year,2022,四川,30.5728,104.0668,西南,珙县,,定地意蜂,7.88,2753.3,34.9,3314,23.8,1,4,刺槐,county_simulation
county_year,2023,四川,30.5728,104.0668,西南,珙县,,定地意蜂,7.94,1647.8,20.8,3420,23.2,10,2,紫云英,county_simulation
county_year,2024,四川,30.5728,104.0668,西南,珙县,,定地中蜂,8.97,1982.3,22.1,4953,18.1,10,3,龙眼,county_simulation
county_year,2025,四川,30.5728,104.0668,西南,珙县,,定地意蜂,9.15,4117.1,45.0,4360,21.0,1,1,龙眼,county_simulation
county_year,2016,四川,30.5728,104.0668,西南,兴文,,小转地,6.6,1735.2,26.3,2400,27.5,6,9,龙眼,county_simulation
county_year,2017,四川,30.5728,104.0668,西南,兴文,,定地中蜂,6.63,1965.7,29.6,2849,23.3,6,3,荔枝,county_simulation
county_year,2018,四川,30.5728,104.0668,西南,兴文,,定地意蜂,6.75,2826.6,41.9,2833,23.8,9,8,枣树,county_simulation
county_year,2019,四川,30.5728,104.0668,西南,兴文,,定地中蜂,7.14,2583.5,36.2,2911,24.5,5,10,向日葵,county_simulation
county_year,2020,四川,30.5728,104.0668,西南,兴文,,定地意蜂,7.24,3074.8,42.5,2970,24.4,9,6,椴树,county_simulation
county_year,2021,四川,30.5728,104.0668,西南,兴文,,小转地,7.1,2765.6,39.0,2767,25.7,1,10,龙眼,county_simulation
county_year,2022,四川,30.5728,104.0668,西南,兴文,,定地中蜂,7.63,4276.6,56.1,3656,20.9,4,9,椴树,county_simulation
county_year,2023,四川,30.5728,104.0668,西南,兴文,,定地中蜂,7.81,2667.6,34.2,3934,19.8,6,2,刺槐,county_simulation
county_year,2024,四川,30.5728,104.0668,西南,兴文,,小转地,7.57,4675.2,61.8,4026,18.8,3,1,枣树,county_simulation
county_year,2025,四川,30.5728,104.0668,西南,兴文,,定地中蜂,6.75,1457.4,21.6,3325,20.3,8,9,柑橘,county_simulation
