granularity,year,province,province_lat,province_lng,region,location,crop,rental_price_range_yuan,rental_price_mid_yuan,colonies_per_ha,period_days,pollination_demand,data_source
pollination_service,2023,湖北,30.5928,114.3055,华中,湖北武汉,草莓（大棚）,393-493,443,15,25,高,compiled_from_news_reports_simulated
pollination_service,2024,湖北,30.5928,114.3055,华中,湖北武汉,草莓（大棚）,413-513,463,15,25,高,compiled_from_news_reports_simulated
pollination_service,2025,湖北,30.5928,114.3055,华中,湖北武汉,草莓（大棚）,450-550,500,15,25,高,compiled_from_news_reports_simulated
pollination_service,2018,上海,31.2304,121.4737,华东,上海嘉定,草莓,248-348,298,13,20,中高,compiled_from_news_reports_simulated
pollination_service,2019,上海,31.2304,121.4737,华东,上海嘉定,草莓,258-358,308,13,20,中高,compiled_from_news_reports_simulated
pollination_service,2020,上海,31.2304,121.4737,华东,上海嘉定,草莓,257-357,307,13,20,中高,compiled_from_news_reports_simulated
pollination_service,2021,上海,31.2304,121.4737,华东,上海嘉定,草莓,268-368,318,13,20,中高,compiled_from_news_reports_simulated
pollination_service,2022,上海,31.2304,121.4737,华东,上海嘉定,草莓,292-392,342,13,20,中高,compiled_from_news_reports_simulated
pollination_service,2023,上海,31.2304,121.4737,华东,上海嘉定,草莓,298-398,348,13,20,中高,compiled_from_news_reports_simulated
pollination_service,2024,上海,31.2304,121.4737,华东,上海嘉定,草莓,295-395,345,13,20,中高,compiled_from_news_reports_simulated
pollination_service,2025,上海,31.2304,121.4737,华东,上海嘉定,草莓,300-400,350,13,20,中高,compiled_from_news_reports_simulated
pollination_service,2018,上海,31.2304,121.4737,华东,上海嘉定,番茄,259-359,309,10,20,中,compiled_from_news_reports_simulated
pollination_service,2019,上海,31.2304,121.4737,华东,上海嘉定,番茄,248-348,298,10,20,中,compiled_from_news_reports_simulated
pollination_service,2020,上海,31.2304,121.4737,华东,上海嘉定,番茄,275-375,325,10,20,中,compiled_from_news_reports_simulated
pollination_service,2021,上海,31.2304,121.4737,华东,上海嘉定,番茄,276-376,326,10,20,中,compiled_from_news_reports_simulated
pollination_service,2022,上海,31.2304,121.4737,华东,上海嘉定,番茄,294-394,344,10,20,中,compiled_from_news_reports_simulated
pollination_service,2023,上海,31.2304,121.4737,华东,上海嘉定,番茄,306-406,356,10,20,中,compiled_from_news_reports_simulated
pollination_service,2024,上海,31.2304,121.4737,华东,上海嘉定,番茄,292-392,342,10,20,中,compiled_from_news_reports_simulated
pollination_service,2025,上海,31.2304,121.4737,华东,上海嘉定,番茄,314-414,364,10,20,中,compiled_from_news_reports_simulated
pollination_service,2018,江苏,32.0603,118.7969,华东,江苏苏州,枇杷,161-241,201,8,35,中,compiled_from_news_reports_simulated
pollination_service,2019,江苏,32.0603,118.7969,华东,江苏苏州,枇杷,167-247,207,8,35,中,compiled_from_news_reports_simulated
pollination_service,2020,江苏,32.0603,118.7969,华东,江苏苏州,枇杷,173-253,213,8,35,中,compiled_from_news_reports_simulated
pollination_service,2021,江苏,32.0603,118.7969,华东,江苏苏州,枇杷,182-262,222,8,35,中,compiled_from_news_reports_simulated
pollination_service,2022,江苏,32.0603,118.7969,华东,江苏苏州,枇杷,180-260,220,8,35,中,compiled_from_news_reports_simulated
pollination_service,2023,江苏,32.0603,118.7969,华东,江苏苏州,枇杷,195-275,235,8,35,中,compiled_from_news_reports_simulated
pollination_service,2024,江苏,32.0603,118.7969,华东,江苏苏州,枇杷,200-280,240,8,35,中,compiled_from_news_reports_simulated
pollination_service,2025,江苏,32.0603,118.7969,华东,江苏苏州,枇杷,197-277,237,8,35,中,compiled_from_news_reports_simulated
pollination_service,2018,吉林,43.8961,125.3265,东北,吉林龙井,苹果,157-257,207,9,18,高,compiled_from_news_reports_simulated
pollination_service,2019,吉林,43.8961,125.3265,东北,吉林龙井,苹果,155-255,205,9,18,高,compiled_from_news_reports_simulated
pollination_service,2020,吉林,43.8961,125.3265,东北,吉林龙井,苹果,166-266,216,9,18,高,compiled_from_news_reports_simulated
pollination_service,2021,吉林,43.8961,125.3265,东北,吉林龙井,苹果,159-259,209,9,18,高,compiled_from_news_reports_simulated
pollination_service,2022,吉林,43.8961,125.3265,东北,吉林龙井,苹果,174-274,224,9,18,高,compiled_from_news_reports_simulated
pollination_service,2023,吉林,43.8961,125.3265,东北,吉林龙井,苹果,188-288,238,9,18,高,compiled_from_news_reports_simulated
pollination_service,2024,吉林,43.8961,125.3265,东北,吉林龙井,苹果,183-283,233,9,18,高,compiled_from_news_reports_simulated
pollination_service,2025,吉林,43.8961,125.3265,东北,吉林龙井,苹果,193-293,243,9,18,高,compiled_from_news_reports_simulated
pollination_service,2018,北京,39.9042,116.4074,华北,北京昌平,樱桃（大棚）,103-153,128,15,25,极高,compiled_from_news_reports_simulated
pollination_service,2019,北京,39.9042,116.4074,华北,北京昌平,樱桃（大棚）,107-157,132,15,25,极高,compiled_from_news_reports_simulated
pollination_service,2020,北京,39.9042,116.4074,华北,北京昌平,樱桃（大棚）,107-157,132,15,25,极高,compiled_from_news_reports_simulated
pollination_service,2021,北京,39.9042,116.4074,华北,北京昌平,樱桃（大棚）,113-163,138,15,25,极高,compiled_from_news_reports_simulated
pollination_service,2022,北京,39.9042,116.4074,华北,北京昌平,樱桃（大棚）,111-161,136,15,25,极高,compiled_from_news_reports_simulated
pollination_service,2023,北京,39.9042,116.4074,华北,北京昌平,樱桃（大棚）,121-171,146,15,25,极高,compiled_from_news_reports_simulated
pollination_service,2024,北京,39.9042,116.4074,华北,北京昌平,樱桃（大棚）,117-167,142,15,25,极高,compiled_from_news_reports_simulated
pollination_service,2025,北京,39.9042,116.4074,华北,北京昌平,樱桃（大棚）,132-182,157,15,25,极高,compiled_from_news_reports_simulated
pollination_service,2018,北京,39.9042,116.4074,华北,北京昌平,草莓（大棚）,196-246,221,15,25,高,compiled_from_news_reports_simulated
pollination_service,2019,北京,39.9042,116.4074,华北,北京昌平,草莓（大棚）,203-253,228,15,25,高,compiled_from_news_reports_simulated
pollination_service,2020,北京,39.9042,116.4074,华北,北京昌平,草莓（大棚）,209-259,234,15,25,高,compiled_from_news_reports_simulated
pollination_service,2021,北京,39.9042,116.4074,华北,北京昌平,草莓（大棚）,210-260,235,15,25,高,compiled_from_news_reports_simulated
pollination_service,2022,北京,39.9042,116.4074,华北,北京昌平,草莓（大棚）,208-258,233,15,25,高,compiled_from_news_reports_simulated
pollination_service,2023,北京,39.9042,116.4074,华北,北京昌平,草莓（大棚）,212-262,237,15,25,高,compiled_from_news_reports_simulated
pollination_service,2024,北京,39.9042,116.4074,华北,北京昌平,草莓（大棚）,231-281,256,15,25,高,compiled_from_news_reports_simulated
pollination_service,2025,北京,39.9042,116.4074,华北,北京昌平,草莓（大棚）,232-282,257,15,25,高,compiled_from_news_reports_simulated
pollination_service,2018,广西,22.817,108.3665,华南,广西龙州,柑橘,58-88,73,8,18,中高,compiled_from_news_reports_simulated
pollination_service,2019,广西,22.817,108.3665,华南,广西龙州,柑橘,63-93,78,8,18,中高,compiled_from_news_reports_simulated
pollination_service,2020,广西,22.817,108.3665,华南,广西龙州,柑橘,65-95,80,8,18,中高,compiled_from_news_reports_simulated
pollination_service,2021,广西,22.817,108.3665,华南,广西龙州,柑橘,66-96,81,8,18,中高,compiled_from_news_reports_simulated
pollination_service,2022,广西,22.817,108.3665,华南,广西龙州,柑橘,69-99,84,8,18,中高,compiled_from_news_reports_simulated
pollination_service,2023,广西,22.817,108.3665,华南,广西龙州,柑橘,70-100,85,8,18,中高,compiled_from_news_reports_simulated
pollination_service,2024,广西,22.817,108.3665,华南,广西龙州,柑橘,73-103,88,8,18,中高,compiled_from_news_reports_simulated
pollination_service,2025,广西,22.817,108.3665,华南,广西龙州,柑橘,74-104,89,8,18,中高,compiled_from_news_reports_simulated
pollination_service,2018,新疆,43.7928,87.617,西北,新疆昌吉,番茄,451-551,501,8,25,中,compiled_from_news_reports_simulated
pollination_service,2019,新疆,43.7928,87.617,西北,新疆昌吉,番茄,460-560,510,8,25,中,compiled_from_news_reports_simulated
pollination_service,2020,新疆,43.7928,87.617,西北,新疆昌吉,番茄,481-581,531,8,25,中,compiled_from_news_reports_simulated
pollination_service,2021,新疆,43.7928,87.617,西北,新疆昌吉,番茄,486-586,536,8,25,中,compiled_from_news_reports_simulated
pollination_service,2022,新疆,43.7928,87.617,西北,新疆昌吉,番茄,502-602,552,8,25,中,compiled_from_news_reports_simulated
pollination_service,2023,新疆,43.7928,87.617,西北,新疆昌吉,番茄,532-632,582,8,25,中,compiled_from_news_reports_simulated
pollination_service,2024,新疆,43.7928,87.617,西北,新疆昌吉,番茄,553-653,603,8,25,中,compiled_from_news_reports_simulated
pollination_service,2025,新疆,43.7928,87.617,西北,新疆昌吉,番茄,571-671,621,8,25,中,compiled_from_news_reports_simulated
pollination_service,2018,辽宁,41.8057,123.4315,东北,辽宁大连,樱桃,235-335,285,15,20,极高,compiled_from_news_reports_simulated
pollination_service,2019,辽宁,41.8057,123.4315,东北,辽宁大连,樱桃,247-347,297,15,20,极高,compiled_from_news_reports_simulated
pollination_service,2020,辽宁,41.8057,123.4315,东北,辽宁大连,樱桃,260-360,310,15,20,极高,compiled_from_news_reports_simulated
pollination_service,2021,辽宁,41.8057,123.4315,东北,辽宁大连,樱桃,269-369,319,15,20,极高,compiled_from_news_reports_simulated
pollination_service,2022,辽宁,41.8057,123.4315,东北,辽宁大连,樱桃,255-355,305,15,20,极高,compiled_from_news_reports_simulated
pollination_service,2023,辽宁,41.8057,123.4315,东北,辽宁大连,樱桃,283-383,333,15,20,极高,compiled_from_news_reports_simulated
pollination_service,2024,辽宁,41.8057,123.4315,东北,辽宁大连,樱桃,280-380,330,15,20,极高,compiled_from_news_reports_simulated
pollination_service,2025,辽宁,41.8057,123.4315,东北,辽宁大连,樱桃,280-380,330,15,20,极高,compiled_from_news_reports_simulated
pollination_service,2018,陕西,34.3416,108.9398,西北,陕西延安,苹果,173-253,213,10,18,高,compiled_from_news_reports_simulated
pollination_service,2019,陕西,34.3416,108.9398,西北,陕西延安,苹果,184-264,224,10,18,高,compiled_from_news_reports_simulated
pollination_service,2020,陕西,34.3416,108.9398,西北,陕西延安,苹果,189-269,229,10,18,高,compiled_from_news_reports_simulated
pollination_service,2021,陕西,34.3416,108.9398,西北,陕西延安,苹果,190-270,230,10,18,高,compiled_from_news_reports_simulated
pollination_service,2022,陕西,34.3416,108.9398,西北,陕西延安,苹果,198-278,238,10,18,高,compiled_from_news_reports_simulated
pollination_service,2023,陕西,34.3416,108.9398,西北,陕西延安,苹果,216-296,256,10,18,高,compiled_from_news_reports_simulated
pollination_service,2024,陕西,34.3416,108.9398,西北,陕西延安,苹果,215-295,255,10,18,高,compiled_from_news_reports_simulated
pollination_service,2025,陕西,34.3416,108.9398,西北,陕西延安,苹果,228-308,268,10,18,高,compiled_from_news_reports_simulated
pollination_service,2018,甘肃,36.0613,103.834,西北,甘肃天水,苹果,169-249,209,10,18,高,compiled_from_news_reports_simulated
pollination_service,2019,甘肃,36.0613,103.834,西北,甘肃天水,苹果,171-251,211,10,18,高,compiled_from_news_reports_simulated
pollination_service,2020,甘肃,36.0613,103.834,西北,甘肃天水,苹果,165-245,205,10,18,高,compiled_from_news_reports_simulated
pollination_service,2021,甘肃,36.0613,103.834,西北,甘肃天水,苹果,178-258,218,10,18,高,compiled_from_news_reports_simulated
pollination_service,2022,甘肃,36.0613,103.834,西北,甘肃天水,苹果,177-257,217,10,18,高,compiled_from_news_reports_simulated
pollination_service,2023,甘肃,36.0613,103.834,西北,甘肃天水,苹果,189-269,229,10,18,高,compiled_from_news_reports_simulated
pollination_service,2024,甘肃,36.0613,103.834,西北,甘肃天水,苹果,193-273,233,10,18,高,compiled_from_news_reports_simulated
pollination_service,2025,甘肃,36.0613,103.834,西北,甘肃天水,苹果,204-284,244,10,18,高,compiled_from_news_reports_simulated
pollination_service,2018,新疆,43.7928,87.617,西北,新疆库尔勒,梨（香梨）,151-211,181,8,20,高,compiled_from_news_reports_simulated
pollination_service,2019,新疆,43.7928,87.617,西北,新疆库尔勒,梨（香梨）,149-209,179,8,20,高,compiled_from_news_reports_simulated
pollination_service,2020,新疆,43.7928,87.617,西北,新疆库尔勒,梨（香梨）,157-217,187,8,20,高,compiled_from_news_reports_simulated
pollination_service,2021,新疆,43.7928,87.617,西北,新疆库尔勒,梨（香梨）,175-235,205,8,20,高,compiled_from_news_reports_simulated
pollination_service,2022,新疆,43.7928,87.617,西北,新疆库尔勒,梨（香梨）,172-232,202,8,20,高,compiled_from_news_reports_simulated
pollination_service,2023,新疆,43.7928,87.617,西北,新疆库尔勒,梨（香梨）,183-243,213,8,20,高,compiled_from_news_reports_simulated
pollination_service,2024,新疆,43.7928,87.617,西北,新疆库尔勒,梨（香梨）,178-238,208,8,20,高,compiled_from_news_reports_simulated
pollination_service,2025,新疆,43.7928,87.617,西北,新疆库尔勒,梨（香梨）,184-244,214,8,20,高,compiled_from_news_reports_simulated
pollination_service,2018,广东,23.1291,113.2644,华南,广东茂名,荔枝,75-125,100,8,15,高,compiled_from_news_reports_simulated
pollination_service,2019,广东,23.1291,113.2644,华南,广东茂名,荔枝,81-131,106,8,15,高,compiled_from_news_reports_simulated
pollination_service,2020,广东,23.1291,113.2644,华南,广东茂名,荔枝,82-132,107,8,15,高,compiled_from_news_reports_simulated
pollination_service,2021,广东,23.1291,113.2644,华南,广东茂名,荔枝,83-133,108,8,15,高,compiled_from_news_reports_simulated
pollination_service,2022,广东,23.1291,113.2644,华南,广东茂名,荔枝,90-140,115,8,15,高,compiled_from_news_reports_simulated
pollination_service,2023,广东,23.1291,113.2644,华南,广东茂名,荔枝,85-135,110,8,15,高,compiled_from_news_reports_simulated
pollination_service,2024,广东,23.1291,113.2644,华南,广东茂名,荔枝,98-148,123,8,15,高,compiled_from_news_reports_simulated
pollination_service,2025,广东,23.1291,113.2644,华南,广东茂名,荔枝,92-142,117,8,15,高,compiled_from_news_reports_simulated
pollination_service,2018,广西,22.817,108.3665,华南,广西南宁,龙眼,100-150,125,8,15,高,compiled_from_news_reports_simulated
pollination_service,2019,广西,22.817,108.3665,华南,广西南宁,龙眼,98-148,123,8,15,高,compiled_from_news_reports_simulated
pollination_service,2020,广西,22.817,108.3665,华南,广西南宁,龙眼,97-147,122,8,15,高,compiled_from_news_reports_simulated
pollination_service,2021,广西,22.817,108.3665,华南,广西南宁,龙眼,107-157,132,8,15,高,compiled_from_news_reports_simulated
pollination_service,2022,广西,22.817,108.3665,华南,广西南宁,龙眼,108-158,133,8,15,高,compiled_from_news_reports_simulated
pollination_service,2023,广西,22.817,108.3665,华南,广西南宁,龙眼,119-169,144,8,15,高,compiled_from_news_reports_simulated
pollination_service,2024,广西,22.817,108.3665,华南,广西南宁,龙眼,116-166,141,8,15,高,compiled_from_news_reports_simulated
pollination_service,2025,广西,22.817,108.3665,华南,广西南宁,龙眼,123-173,148,8,15,高,compiled_from_news_reports_simulated
pollination_service,2018,云南,25.0389,102.7183,西南,云南大理,蓝莓,383-583,483,18,18,极高,compiled_from_news_reports_simulated
pollination_service,2019,云南,25.0389,102.7183,西南,云南大理,蓝莓,440-640,540,18,18,极高,compiled_from_news_reports_simulated
pollination_service,2020,云南,25.0389,102.7183,西南,云南大理,蓝莓,436-636,536,18,18,极高,compiled_from_news_reports_simulated
pollination_service,2021,云南,25.0389,102.7183,西南,云南大理,蓝莓,459-659,559,18,18,极高,compiled_from_news_reports_simulated
pollination_service,2022,云南,25.0389,102.7183,西南,云南大理,蓝莓,479-679,579,18,18,极高,compiled_from_news_reports_simulated
pollination_service,2023,云南,25.0389,102.7183,西南,云南大理,蓝莓,468-668,568,18,18,极高,compiled_from_news_reports_simulated
pollination_service,2024,云南,25.0389,102.7183,西南,云南大理,蓝莓,473-673,573,18,18,极高,compiled_from_news_reports_simulated
pollination_service,2025,云南,25.0389,102.7183,西南,云南大理,蓝莓,495-695,595,18,18,极高,compiled_from_news_reports_simulated
pollination_service,2018,云南,25.0389,102.7183,西南,云南丽江,苹果,149-209,179,10,18,高,compiled_from_news_reports_simulated
pollination_service,2019,云南,25.0389,102.7183,西南,云南丽江,苹果,161-221,191,10,18,高,compiled_from_news_reports_simulated
pollination_service,2020,云南,25.0389,102.7183,西南,云南丽江,苹果,167-227,197,10,18,高,compiled_from_news_reports_simulated
pollination_service,2021,云南,25.0389,102.7183,西南,云南丽江,苹果,174-234,204,10,18,高,compiled_from_news_reports_simulated
