granularity,year,province,province_lat,province_lng,region,county,farm_id,beekeeping_mode,colonies_count,honey_production_kg,yield_kg_per_colony,honey_price_yuan_per_kg,income_honey,income_pollination_service,income_total,cost_total,profit,profit_margin_pct,is_migratory,data_source
farm_year,2018,四川,30.5728,104.0668,西南,,FARM00002,定地中蜂,34,305.9,9.0,23.7,7264.8,0,7264.8,2336.8,4928.0,67.8,0,farm_micro_simulation
farm_year,2019,四川,30.5728,104.0668,西南,,FARM00002,定地中蜂,33,655.0,19.8,17.6,11547.5,0,11547.5,4090.3,7457.2,64.6,0,farm_micro_simulation
farm_year,2020,四川,30.5728,104.0668,西南,,FARM00002,定地中蜂,33,303.5,9.2,11.6,3512.1,0,3512.1,1237.7,2274.4,64.8,0,farm_micro_simulation
farm_year,2021,四川,30.5728,104.0668,西南,,FARM00002,定地中蜂,31,686.7,22.2,20.8,14253.4,0,14253.4,5212.4,9041.0,63.4,0,farm_micro_simulation
farm_year,2022,四川,30.5728,104.0668,西南,,FARM00002,定地中蜂,38,437.8,11.5,16.3,7130.8,0,7130.8,2222.1,4908.7,68.8,0,farm_micro_simulation
farm_year,2023,四川,30.5728,104.0668,西南,,FARM00002,定地中蜂,38,385.2,10.1,20.3,7817.0,0,7817.0,2259.0,5558.0,71.1,0,farm_micro_simulation
farm_year,2024,四川,30.5728,104.0668,西南,,FARM00002,定地中蜂,33,295.3,8.9,19.7,5820.4,0,5820.4,1498.0,4322.4,74.3,0,farm_micro_simulation
farm_year,2025,四川,30.5728,104.0668,西南,,FARM00002,定地中蜂,38,724.8,19.1,16.0,11613.2,0,11613.2,3140.0,8473.2,73.0,0,farm_micro_simulation
farm_year,2015,四川,30.5728,104.0668,西南,,FARM00003,定地意蜂,44,1892.6,43.0,30.0,56726.5,0,56726.5,25660.9,31065.6,54.8,0,farm_micro_simulation
farm_year,2016,四川,30.5728,104.0668,西南,,FARM00003,定地意蜂,41,1745.6,42.6,27.2,47534.9,0,47534.9,21010.8,26524.1,55.8,0,farm_micro_simulation
farm_year,2017,四川,30.5728,104.0668,西南,,FARM00003,定地意蜂,40,1210.5,30.3,16.5,20018.6,0,20018.6,8315.1,11703.5,58.5,0,farm_micro_simulation
farm_year,2018,四川,30.5728,104.0668,西南,,FARM00003,定地意蜂,41,1660.7,40.5,28.6,47542.3,0,47542.3,18884.4,28657.9,60.3,0,farm_micro_simulation
farm_year,2019,四川,30.5728,104.0668,西南,,FARM00003,定地意蜂,42,1354.5,32.3,18.9,25548.5,0,25548.5,11001.9,14546.6,56.9,0,farm_micro_simulation
farm_year,2020,四川,30.5728,104.0668,西南,,FARM00003,定地意蜂,38,1188.1,31.3,29.1,34526.0,0,34526.0,16061.5,18464.5,53.5,0,farm_micro_simulation
farm_year,2021,四川,30.5728,104.0668,西南,,FARM00003,定地意蜂,46,1141.1,24.8,20.1,22968.6,0,22968.6,10135.9,12832.7,55.9,0,farm_micro_simulation
farm_year,2022,四川,30.5728,104.0668,西南,,FARM00003,定地意蜂,41,1068.6,26.1,25.6,27403.8,0,27403.8,10652.2,16751.6,61.1,0,farm_micro_simulation
farm_year,2023,四川,30.5728,104.0668,西南,,FARM00003,定地意蜂,41,1210.8,29.5,12.6,15275.6,0,15275.6,6798.1,8477.5,55.5,0,farm_micro_simulation
farm_year,2024,四川,30.5728,104.0668,西南,,FARM00003,定地意蜂,48,1363.8,28.4,15.8,21526.0,0,21526.0,7884.1,13641.9,63.4,0,farm_micro_simulation
farm_year,2025,四川,30.5728,104.0668,西南,,FARM00003,定地意蜂,46,1614.2,35.1,16.9,27345.3,0,27345.3,13366.5,13978.8,51.1,0,farm_micro_simulation
farm_year,2015,四川,30.5728,104.0668,西南,,FARM00004,大转地意蜂,239,9703.9,40.6,13.5,130984.8,11298.9,142283.7,98814.9,43468.8,30.6,1,farm_micro_simulation
farm_year,2016,四川,30.5728,104.0668,西南,,FARM00004,大转地意蜂,212,10143.2,47.8,27.6,280227.0,37994.0,318221.0,197644.6,120576.4,37.9,1,farm_micro_simulation
farm_year,2017,四川,30.5728,104.0668,西南,,FARM00004,大转地意蜂,227,13146.5,57.9,22.3,292712.9,28601.6,321314.5,181718.9,139595.6,43.4,1,farm_micro_simulation
farm_year,2018,四川,30.5728,104.0668,西南,,FARM00004,大转地意蜂,228,12830.5,56.3,12.0,153944.1,14715.7,168659.8,117363.9,51295.9,30.4,1,farm_micro_simulation
farm_year,2019,四川,30.5728,104.0668,西南,,FARM00004,大转地意蜂,230,14650.2,63.7,20.7,302792.9,34283.0,337075.9,205021.9,132054.0,39.2,1,farm_micro_simulation
farm_year,2020,四川,30.5728,104.0668,西南,,FARM00004,大转地意蜂,216,12488.0,57.8,29.6,369502.2,20063.2,389565.4,241993.3,147572.1,37.9,1,farm_micro_simulation
farm_year,2021,四川,30.5728,104.0668,西南,,FARM00004,大转地意蜂,235,11017.4,46.9,24.2,266834.2,46779.8,313614.0,178502.1,135111.9,43.1,1,farm_micro_simulation
farm_year,2022,四川,30.5728,104.0668,西南,,FARM00004,大转地意蜂,264,10609.3,40.2,21.9,232454.9,39160.7,271615.6,167481.8,104133.8,38.3,1,farm_micro_simulation
farm_year,2023,四川,30.5728,104.0668,西南,,FARM00004,大转地意蜂,265,9383.3,35.4,26.0,244325.0,25531.5,269856.5,188665.4,81191.1,30.1,1,farm_micro_simulation
farm_year,2024,四川,30.5728,104.0668,西南,,FARM00004,大转地意蜂,231,9908.4,42.9,13.3,131605.3,19873.9,151479.2,85043.6,66435.6,43.9,1,farm_micro_simulation
farm_year,2025,四川,30.5728,104.0668,西南,,FARM00004,大转地意蜂,273,17085.9,62.6,11.1,189131.1,21688.3,210819.4,123186.2,87633.2,41.6,1,farm_micro_simulation
farm_year,2015,四川,30.5728,104.0668,西南,,FARM00005,定地中蜂,37,513.5,13.9,21.8,11181.4,0,11181.4,3442.5,7738.9,69.2,0,farm_micro_simulation
farm_year,2016,四川,30.5728,104.0668,西南,,FARM00005,定地中蜂,33,291.0,8.8,21.1,6134.9,0,6134.9,2429.8,3705.1,60.4,0,farm_micro_simulation
farm_year,2017,四川,30.5728,104.0668,西南,,FARM00005,定地中蜂,35,499.3,14.3,15.3,7636.6,0,7636.6,2498.0,5138.6,67.3,0,farm_micro_simulation
farm_year,2018,四川,30.5728,104.0668,西南,,FARM00005,定地中蜂,36,363.5,10.1,21.1,7688.0,0,7688.0,2788.3,4899.7,63.7,0,farm_micro_simulation
farm_year,2019,四川,30.5728,104.0668,西南,,FARM00005,定地中蜂,36,825.7,22.9,17.2,14235.5,0,14235.5,5165.5,9070.0,63.7,0,farm_micro_simulation
farm_year,2020,四川,30.5728,104.0668,西南,,FARM00005,定地中蜂,39,343.3,8.8,23.5,8073.2,0,8073.2,2538.1,5535.1,68.6,0,farm_micro_simulation
farm_year,2021,四川,30.5728,104.0668,西南,,FARM00005,定地中蜂,35,498.6,14.2,23.0,11489.8,0,11489.8,3455.9,8033.9,69.9,0,farm_micro_simulation
farm_year,2022,四川,30.5728,104.0668,西南,,FARM00005,定地中蜂,33,374.4,11.3,27.6,10333.8,0,10333.8,2756.1,7577.7,73.3,0,farm_micro_simulation
farm_year,2023,四川,30.5728,104.0668,西南,,FARM00005,定地中蜂,44,467.3,10.6,24.3,11336.0,0,11336.0,3594.8,7741.2,68.3,0,farm_micro_simulation
farm_year,2024,四川,30.5728,104.0668,西南,,FARM00005,定地中蜂,42,775.0,18.5,24.7,19165.4,0,19165.4,7600.5,11564.9,60.3,0,farm_micro_simulation
farm_year,2025,四川,30.5728,104.0668,西南,,FARM00005,定地中蜂,42,779.2,18.6,26.3,20502.3,0,20502.3,5386.6,15115.7,73.7,0,farm_micro_simulation
farm_year,2015,四川,30.5728,104.0668,西南,,FARM00006,定地中蜂,36,436.7,12.1,15.9,6930.2,0,6930.2,2399.4,4530.8,65.4,0,farm_micro_simulation
farm_year,2016,四川,30.5728,104.0668,西南,,FARM00006,定地中蜂,37,603.8,16.3,10.6,6408.8,0,6408.8,2436.3,3972.5,62.0,0,farm_micro_simulation
farm_year,2017,四川,30.5728,104.0668,西南,,FARM00006,定地中蜂,39,563.6,14.5,13.4,7549.0,0,7549.0,1969.7,5579.3,73.9,0,farm_micro_simulation
farm_year,2018,四川,30.5728,104.0668,西南,,FARM00006,定地中蜂,40,805.7,20.1,23.1,18612.6,0,18612.6,4822.8,13789.8,74.1,0,farm_micro_simulation
farm_year,2019,四川,30.5728,104.0668,西南,,FARM00006,定地中蜂,41,750.9,18.3,17.7,13321.3,0,13321.3,3823.8,9497.5,71.3,0,farm_micro_simulation
farm_year,2020,四川,30.5728,104.0668,西南,,FARM00006,定地中蜂,37,502.9,13.6,22.7,11419.3,0,11419.3,2911.7,8507.6,74.5,0,farm_micro_simulation
farm_year,2021,四川,30.5728,104.0668,西南,,FARM00006,定地中蜂,42,902.1,21.5,14.6,13162.4,0,13162.4,4710.5,8451.9,64.2,0,farm_micro_simulation
farm_year,2022,四川,30.5728,104.0668,西南,,FARM00006,定地中蜂,41,428.9,10.5,22.5,9642.8,0,9642.8,2742.6,6900.2,71.6,0,farm_micro_simulation
farm_year,2023,四川,30.5728,104.0668,西南,,FARM00006,定地中蜂,47,1080.0,23.0,10.2,11055.2,0,11055.2,4186.3,6868.9,62.1,0,farm_micro_simulation
farm_year,2024,四川,30.5728,104.0668,西南,,FARM00006,定地中蜂,49,1048.3,21.4,24.8,26004.3,0,26004.3,8508.7,17495.6,67.3,0,farm_micro_simulation
farm_year,2025,四川,30.5728,104.0668,西南,,FARM00006,定地中蜂,47,692.7,14.7,19.5,13496.2,0,13496.2,3954.3,9541.9,70.7,0,farm_micro_simulation
farm_year,2015,四川,30.5728,104.0668,西南,,FARM00007,大转地意蜂,229,9198.4,40.2,15.1,138730.7,22899.6,161630.3,112062.6,49567.7,30.7,1,farm_micro_simulation
farm_year,2016,四川,30.5728,104.0668,西南,,FARM00007,大转地意蜂,232,11095.4,47.8,26.5,294217.1,22495.0,316712.1,199611.6,117100.5,37.0,1,farm_micro_simulation
farm_year,2017,四川,30.5728,104.0668,西南,,FARM00007,大转地意蜂,228,8431.1,37.0,22.1,185950.8,14372.0,200322.8,131349.0,68973.8,34.4,1,farm_micro_simulation
farm_year,2018,四川,30.5728,104.0668,西南,,FARM00007,大转地意蜂,228,8086.5,35.5,23.7,191850.7,27549.0,219399.7,147012.7,72387.0,33.0,1,farm_micro_simulation
farm_year,2019,四川,30.5728,104.0668,西南,,FARM00007,大转地意蜂,233,9839.1,42.2,21.9,215625.1,14918.1,230543.2,142585.0,87958.2,38.2,1,farm_micro_simulation
farm_year,2020,四川,30.5728,104.0668,西南,,FARM00007,大转地意蜂,232,12721.1,54.8,27.5,349609.8,49276.0,398885.8,267487.1,131398.7,32.9,1,farm_micro_simulation
farm_year,2021,四川,30.5728,104.0668,西南,,FARM00007,大转地意蜂,238,11368.7,47.8,21.7,247002.3,27887.3,274889.6,157580.6,117309.0,42.7,1,farm_micro_simulation
farm_year,2022,四川,30.5728,104.0668,西南,,FARM00007,大转地意蜂,265,14765.3,55.7,11.2,165643.3,29075.6,194718.9,116281.3,78437.6,40.3,1,farm_micro_simulation
farm_year,2023,四川,30.5728,104.0668,西南,,FARM00007,大转地意蜂,246,9590.4,39.0,19.6,187845.5,15764.3,203609.8,125711.2,77898.6,38.3,1,farm_micro_simulation
farm_year,2024,四川,30.5728,104.0668,西南,,FARM00007,大转地意蜂,202,9353.7,46.3,10.7,100352.0,6286.8,106638.8,70310.7,36328.1,34.1,1,farm_micro_simulation
farm_year,2025,四川,30.5728,104.0668,西南,,FARM00007,大转地意蜂,256,14702.3,57.4,17.6,259154.1,21092.3,280246.4,165393.0,114853.4,41.0,1,farm_micro_simulation
farm_year,2015,四川,30.5728,104.0668,西南,,FARM00008,小转地,122,5466.8,44.8,13.3,72460.7,5752.3,78213.0,45770.4,32442.6,41.5,1,farm_micro_simulation
farm_year,2016,四川,30.5728,104.0668,西南,,FARM00008,小转地,136,7397.7,54.4,29.7,219760.6,28824.2,248584.8,142935.1,105649.7,42.5,1,farm_micro_simulation
farm_year,2017,四川,30.5728,104.0668,西南,,FARM00008,小转地,130,6555.0,50.4,28.9,189269.3,22597.3,211866.6,137185.9,74680.7,35.2,1,farm_micro_simulation
farm_year,2018,四川,30.5728,104.0668,西南,,FARM00008,小转地,131,5615.6,42.9,11.0,61701.5,7455.7,69157.2,44165.1,24992.1,36.1,1,farm_micro_simulation
farm_year,2019,四川,30.5728,104.0668,西南,,FARM00008,小转地,128,4227.6,33.0,26.3,111288.6,6041.4,117330.0,62713.2,54616.8,46.5,1,farm_micro_simulation
farm_year,2020,四川,30.5728,104.0668,西南,,FARM00008,小转地,141,4287.4,30.4,23.8,102182.9,9932.8,112115.7,63356.1,48759.6,43.5,1,farm_micro_simulation
farm_year,2021,四川,30.5728,104.0668,西南,,FARM00008,小转地,122,6435.6,52.8,20.2,129731.8,16550.0,146281.8,87874.5,58407.3,39.9,1,farm_micro_simulation
farm_year,2022,四川,30.5728,104.0668,西南,,FARM00008,小转地,138,6907.0,50.1,19.6,135494.1,13175.6,148669.7,74584.7,74085.0,49.8,1,farm_micro_simulation
farm_year,2023,四川,30.5728,104.0668,西南,,FARM00008,小转地,115,4299.5,37.4,17.5,75041.0,11181.9,86222.9,46846.2,39376.7,45.7,1,farm_micro_simulation
farm_year,2024,四川,30.5728,104.0668,西南,,FARM00008,小转地,165,5920.3,35.9,21.1,124685.4,20780.6,145466.0,86913.2,58552.8,40.3,1,farm_micro_simulation
farm_year,2025,四川,30.5728,104.0668,西南,,FARM00008,小转地,150,4818.9,32.1,20.2,97374.0,5638.5,103012.5,58963.1,44049.4,42.8,1,farm_micro_simulation
farm_year,2015,四川,30.5728,104.0668,西南,,FARM00009,定地中蜂,46,520.5,11.3,16.2,8425.1,0,8425.1,3201.1,5224.0,62.0,0,farm_micro_simulation
farm_year,2016,四川,30.5728,104.0668,西南,,FARM00009,定地中蜂,48,1063.0,22.1,25.8,27427.6,0,27427.6,7000.4,20427.2,74.5,0,farm_micro_simulation
farm_year,2017,四川,30.5728,104.0668,西南,,FARM00009,定地中蜂,50,1057.1,21.1,10.3,10928.3,0,10928.3,4101.3,6827.0,62.5,0,farm_micro_simulation
farm_year,2018,四川,30.5728,104.0668,西南,,FARM00009,定地中蜂,50,555.0,11.1,17.4,9657.6,0,9657.6,3595.9,6061.7,62.8,0,farm_micro_simulation
farm_year,2019,四川,30.5728,104.0668,西南,,FARM00009,定地中蜂,52,1258.0,24.2,21.8,27382.3,0,27382.3,8642.7,18739.6,68.4,0,farm_micro_simulation
farm_year,2020,四川,30.5728,104.0668,西南,,FARM00009,定地中蜂,47,391.6,8.3,23.8,9312.5,0,9312.5,2937.0,6375.5,68.5,0,farm_micro_simulation
farm_year,2021,四川,30.5728,104.0668,西南,,FARM00009,定地中蜂,57,1103.7,19.4,18.4,20354.0,0,20354.0,5369.5,14984.5,73.6,0,farm_micro_simulation
farm_year,2022,四川,30.5728,104.0668,西南,,FARM00009,定地中蜂,44,836.2,19.0,28.3,23683.5,0,23683.5,6983.4,16700.1,70.5,0,farm_micro_simulation
farm_year,2023,四川,30.5728,104.0668,西南,,FARM00009,定地中蜂,44,419.5,9.5,26.8,11248.7,0,11248.7,4487.9,6760.8,60.1,0,farm_micro_simulation
farm_year,2024,四川,30.5728,104.0668,西南,,FARM00009,定地中蜂,46,588.7,12.8,26.2,15397.6,0,15397.6,5100.4,10297.2,66.9,0,farm_micro_simulation
farm_year,2025,四川,30.5728,104.0668,西南,,FARM00009,定地中蜂,42,774.5,18.4,28.4,22032.9,0,22032.9,7463.0,14569.9,66.1,0,farm_micro_simulation
farm_year,2015,四川,30.5728,104.0668,西南,,FARM00010,定地中蜂,16,132.1,8.3,25.5,3363.3,0,3363.3,1224.3,2139.0,63.6,0,farm_micro_simulation
farm_year,2016,四川,30.5728,104.0668,西南,,FARM00010,定地中蜂,16,277.1,17.3,15.9,4401.5,0,4401.5,1193.4,3208.1,72.9,0,farm_micro_simulation
farm_year,2017,四川,30.5728,104.0668,西南,,FARM00010,定地中蜂,16,282.4,17.6,22.4,6336.1,0,6336.1,1735.4,4600.7,72.6,0,farm_micro_simulation
farm_year,2018,四川,30.5728,104.0668,西南,,FARM00010,定地中蜂,17,362.8,21.3,20.6,7458.8,0,7458.8,2468.8,4990.0,66.9,0,farm_micro_simulation
farm_year,2019,四川,30.5728,104.0668,西南,,FARM00010,定地中蜂,17,286.3,16.8,22.7,6500.6,0,6500.6,1740.5,4760.1,73.2,0,farm_micro_simulation
farm_year,2020,四川,30.5728,104.0668,西南,,FARM00010,定地中蜂,17,333.1,19.6,22.8,7600.3,0,7600.3,2791.1,4809.2,63.3,0,farm_micro_simulation
farm_year,2021,四川,30.5728,104.0668,西南,,FARM00010,定地中蜂,15,127.8,8.5,26.1,3330.1,0,3330.1,1046.7,2283.4,68.6,0,farm_micro_simulation
farm_year,2022,四川,30.5728,104.0668,西南,,FARM00010,定地中蜂,16,357.5,22.3,21.4,7645.9,0,7645.9,2940.0,4705.9,61.5,0,farm_micro_simulation
farm_year,2023,四川,30.5728,104.0668,西南,,FARM00010,定地中蜂,14,253.5,18.1,12.5,3176.4,0,3176.4,1243.5,1932.9,60.9,0,farm_micro_simulation
farm_year,2024,四川,30.5728,104.0668,西南,,FARM00010,定地中蜂,15,344.7,23.0,25.3,8714.0,0,8714.0,2647.1,6066.9,69.6,0,farm_micro_simulation
farm_year,2025,四川,30.5728,104.0668,西南,,FARM00010,定地中蜂,21,393.3,18.7,21.5,8474.1,0,8474.1,3174.9,5299.2,62.5,0,farm_micro_simulation
farm_year,2015,四川,30.5728,104.0668,西南,,FARM00011,小转地,117,6370.0,54.4,21.1,134189.9,7149.6,141339.5,90675.1,50664.4,35.8,1,farm_micro_simulation
farm_year,2016,四川,30.5728,104.0668,西南,,FARM00011,小转地,98,3842.9,39.2,12.8,49127.6,2985.2,52112.8,29659.9,22452.9,43.1,1,farm_micro_simulation
farm_year,2017,四川,30.5728,104.0668,西南,,FARM00011,小转地,108,4088.8,37.9,29.1,119175.2,12664.1,131839.3,74955.6,56883.7,43.1,1,farm_micro_simulation
farm_year,2018,四川,30.5728,104.0668,西南,,FARM00011,小转地,108,5051.6,46.8,12.8,64455.4,5580.4,70035.8,41343.4,28692.4,41.0,1,farm_micro_simulation
farm_year,2019,四川,30.5728,104.0668,西南,,FARM00011,小转地,111,3598.0,32.4,23.5,84407.2,13002.0,97409.2,56761.7,40647.5,41.7,1,farm_micro_simulation
farm_year,2020,四川,30.5728,104.0668,西南,,FARM00011,小转地,106,4792.7,45.2,21.8,104693.7,17611.5,122305.2,69146.6,53158.6,43.5,1,farm_micro_simulation
farm_year,2021,四川,30.5728,104.0668,西南,,FARM00011,小转地,102,3419.3,33.5,28.9,98682.7,8982.1,107664.8,63322.5,44342.3,41.2,1,farm_micro_simulation
farm_year,2022,四川,30.5728,104.0668,西南,,FARM00011,小转地,110,5530.7,50.3,27.6,152828.9,25156.7,177985.6,96049.9,81935.7,46.0,1,farm_micro_simulation
farm_year,2023,四川,30.5728,104.0668,西南,,FARM00011,小转地,123,4509.2,36.7,12.6,56986.4,8691.2,65677.6,36253.5,29424.1,44.8,1,farm_micro_simulation
farm_year,2024,四川,30.5728,104.0668,西南,,FARM00011,小转地,103,4341.7,42.2,26.7,115924.1,10340.6,126264.7,77895.9,48368.8,38.3,1,farm_micro_simulation
farm_year,2025,四川,30.5728,104.0668,西南,,FARM00011,小转地,92,4703.3,51.1,12.8,60346.7,9374.5,69721.2,38700.5,31020.7,44.5,1,farm_micro_simulation
farm_year,2015,四川,30.5728,104.0668,西南,,FARM00012,大转地意蜂,107,3904.8,36.5,22.6,88413.9,6855.2,95269.1,62460.2,32808.9,34.4,1,farm_micro_simulation
farm_year,2016,四川,30.5728,104.0668,西南,,FARM00012,大转地意蜂,124,5363.4,43.3,11.1,59302.2,4270.0,63572.2,42853.5,20718.7,32.6,1,farm_micro_simulation
farm_year,2017,四川,30.5728,104.0668,西南,,FARM00012,大转地意蜂,124,7556.0,60.9,29.8,225452.8,25136.6,250589.4,172388.3,78201.1,31.2,1,farm_micro_simulation
farm_year,2018,四川,30.5728,104.0668,西南,,FARM00012,大转地意蜂,124,7641.2,61.6,27.7,211734.4,17912.4,229646.8,128317.8,101329.0,44.1,1,farm_micro_simulation
farm_year,2019,四川,30.5728,104.0668,西南,,FARM00012,大转地意蜂,125,6819.8,54.6,28.2,192647.6,21803.5,214451.1,123124.5,91326.6,42.6,1,farm_micro_simulation
farm_year,2020,四川,30.5728,104.0668,西南,,FARM00012,大转地意蜂,121,5878.0,48.6,11.8,69370.9,12181.3,81552.2,45740.4,35811.8,43.9,1,farm_micro_simulation
farm_year,2021,四川,30.5728,104.0668,西南,,FARM00012,大转地意蜂,140,7177.4,51.3,28.6,205450.5,29953.5,235404.0,129692.8,105711.2,44.9,1,farm_micro_simulation
farm_year,2022,四川,30.5728,104.0668,西南,,FARM00012,大转地意蜂,111,6503.4,58.6,28.9,187684.4,24184.4,211868.8,140460.3,71408.5,33.7,1,farm_micro_simulation
farm_year,2023,四川,30.5728,104.0668,西南,,FARM00012,大转地意蜂,108,4156.4,38.5,17.4,72471.1,3822.5,76293.6,43998.5,32295.1,42.3,1,farm_micro_simulation
farm_year,2024,四川,30.5728,104.0668,西南,,FARM00012,大转地意蜂,129,7639.1,59.2,29.6,226278.5,29604.0,255882.5,152825.2,103057.3,40.3,1,farm_micro_simulation
farm_year,2025,四川,30.5728,104.0668,西南,,FARM00012,大转地意蜂,127,7293.1,57.4,10.9,79293.4,7486.8,86780.2,60056.3,26723.9,30.8,1,farm_micro_simulation
farm_year,2015,四川,30.5728,104.0668,西南,,FARM00013,定地中蜂,16,165.0,10.3,10.9,1794.7,0,1794.7,573.1,1221.6,68.1,0,farm_micro_simulation
farm_year,2016,四川,30.5728,104.0668,西南,,FARM00013,定地中蜂,16,289.5,18.1,23.6,6835.0,0,6835.0,1713.5,5121.5,74.9,0,farm_micro_simulation
farm_year,2017,四川,30.5728,104.0668,西南,,FARM00013,定地中蜂,17,397.8,23.4,26.6,10581.3,0,10581.3,3682.8,6898.5,65.2,0,farm_micro_simulation
farm_year,2018,四川,30.5728,104.0668,西南,,FARM00013,定地中蜂,18,319.6,17.8,16.2,5192.0,0,5192.0,1852.0,3340.0,64.3,0,farm_micro_simulation
farm_year,2019,四川,30.5728,104.0668,西南,,FARM00013,定地中蜂,18,213.5,11.9,22.9,4892.8,0,4892.8,1808.5,3084.3,63.0,0,farm_micro_simulation
farm_year,2020,四川,30.5728,104.0668,西南,,FARM00013,定地中蜂,18,270.4,15.0,21.1,5707.2,0,5707.2,1609.4,4097.8,71.8,0,farm_micro_simulation
farm_year,2021,四川,30.5728,104.0668,西南,,FARM00013,定地中蜂,20,277.2,13.9,21.9,6071.7,0,6071.7,1772.1,4299.6,70.8,0,farm_micro_simulation
farm_year,2022,四川,30.5728,104.0668,西南,,FARM00013,定地中蜂,18,179.4,10.0,26.7,4794.8,0,4794.8,1262.1,3532.7,73.7,0,farm_micro_simulation
farm_year,2023,四川,30.5728,104.0668,西南,,FARM00013,定地中蜂,19,384.9,20.3,28.5,10975.0,0,10975.0,4352.8,6622.2,60.3,0,farm_micro_simulation
farm_year,2024,四川,30.5728,104.0668,西南,,FARM00013,定地中蜂,16,212.6,13.3,20.8,4415.4,0,4415.4,1245.1,3170.3,71.8,0,farm_micro_simulation
farm_year,2025,四川,30.5728,104.0668,西南,,FARM00013,定地中蜂,21,444.1,21.1,10.7,4756.5,0,4756.5,1426.2,3330.3,70.0,0,farm_micro_simulation
farm_year,2015,四川,30.5728,104.0668,西南,,FARM00014,小转地,94,4380.4,46.6,18.1,79134.7,10634.0,89768.7,45809.7,43959.0,49.0,1,farm_micro_simulation
farm_year,2016,四川,30.5728,104.0668,西南,,FARM00014,小转地,96,3392.0,35.3,27.6,93731.0,13890.3,107621.3,59621.3,48000.0,44.6,1,farm_micro_simulation
farm_year,2017,四川,30.5728,104.0668,西南,,FARM00014,小转地,105,5155.3,49.1,26.5,136497.5,12474.9,148972.4,95008.6,53963.8,36.2,1,farm_micro_simulation
farm_year,2018,四川,30.5728,104.0668,西南,,FARM00014,小转地,105,3308.7,31.5,27.2,90131.9,15644.5,105776.4,59796.8,45979.6,43.5,1,farm_micro_simulation
farm_year,2019,四川,30.5728,104.0668,西南,,FARM00014,小转地,108,4449.1,41.2,21.8,96837.9,7502.4,104340.3,63403.7,40936.6,39.2,1,farm_micro_simulation
farm_year,2020,四川,30.5728,104.0668,西南,,FARM00014,小转地,102,3823.9,37.5,20.8,79685.6,5953.9,85639.5,46720.3,38919.2,45.4,1,farm_micro_simulation
