granularity,year,province,province_lat,province_lng,region,county,farm_id,beekeeping_mode,bee_colonies_10k,colonies_share_pct,honey_production_tonnes,yield_kg_per_colony,beekeeper_households,migratory_ratio,colonies_per_household,income_total_est,cost_total_est,honey_price_yuan_per_tonne,sugar_price_yuan_per_tonne,rapeseed_area_1000ha,pesticide_use_10000tonnes,temp_anomaly_c,precip_change_pct,extreme_heat_days,flowering_advance_days,western_bee_pct,chinese_bee_pct,price_royal_jelly_yuan_per_kg,price_pollen_yuan_per_kg,purchase_price_yuan_per_tonne,retail_rape_yuan_per_jin,avg_retail_yuan_per_jin,data_source
province_year,2002,上海,31.2304,121.4737,华东,,,,5940.81,0.08,206.6,37.1,3126742,0.23,19.0,0,0,0,0,0,138.5,0.6,4.0,12.0,3.0,0,0,90.0,17.0,0,0,0,province_panel_simulation
province_year,2002,江苏,32.0603,118.7969,华东,,,,131687.98,1.71,4580.7,34.7,69309464,0.434,19.0,0,0,0,0,0,138.5,0.6,4.0,12.0,3.0,0,0,90.0,17.0,0,0,0,province_panel_simulation
province_year,2002,浙江,30.2741,120.1551,华东,,,,1251530.91,16.25,43534.2,48.6,658700479,0.341,19.0,0,0,0,0,0,138.5,0.6,4.0,12.0,3.0,0,0,90.0,17.0,0,0,0,province_panel_simulation
province_year,2002,安徽,31.8206,117.2272,华东,,,,225750.83,2.93,7852.7,36.2,118816225,0.338,19.0,0,0,0,0,0,138.5,0.6,4.0,12.0,3.0,0,0,90.0,17.0,0,0,0,province_panel_simulation
province_year,2002,福建,26.0745,119.2965,华东,,,,248523.94,3.23,8644.9,34.0,130802073,0.15,19.0,0,0,0,0,0,138.5,0.6,4.0,12.0,3.0,0,0,90.0,17.0,0,0,0,province_panel_simulation
province_year,2002,江西,28.6829,115.858,华东,,,,209908.67,2.73,7301.6,60.3,110478244,0.281,19.0,0,0,0,0,0,138.5,0.6,4.0,12.0,3.0,0,0,90.0,17.0,0,0,0,province_panel_simulation
province_year,2002,山东,36.6516,117.1201,华东,,,,171293.39,2.22,5958.4,31.1,90154416,0.218,19.0,0,0,0,0,0,138.5,0.6,4.0,12.0,3.0,0,0,90.0,17.0,0,0,0,province_panel_simulation
province_year,2002,河南,34.7466,113.6254,华中,,,,613883.83,7.97,21353.8,57.7,323096754,0.427,19.0,0,0,0,0,0,138.5,0.6,4.0,12.0,3.0,0,0,90.0,17.0,0,0,0,province_panel_simulation
province_year,2002,湖北,30.5928,114.3055,华中,,,,240602.86,3.12,8369.3,32.2,126633082,0.314,19.0,0,0,0,0,0,138.5,0.6,4.0,12.0,3.0,0,0,90.0,17.0,0,0,0,province_panel_simulation
province_year,2002,湖南,28.2282,112.9388,华中,,,,373280.98,4.85,12984.5,33.8,196463671,0.292,19.0,0,0,0,0,0,138.5,0.6,4.0,12.0,3.0,0,0,90.0,17.0,0,0,0,province_panel_simulation
province_year,2002,广东,23.1291,113.2644,华南,,,,194066.5,2.52,6750.6,38.6,102140264,0.276,19.0,0,0,0,0,0,138.5,0.6,4.0,12.0,3.0,0,0,90.0,17.0,0,0,0,province_panel_simulation
province_year,2002,广西,22.817,108.3665,华南,,,,163372.31,2.12,5682.9,38.9,85985426,0.309,19.0,0,0,0,0,0,138.5,0.6,4.0,12.0,3.0,0,0,90.0,17.0,0,0,0,province_panel_simulation
province_year,2002,海南,20.044,110.3508,华南,,,,11881.62,0.15,413.3,38.0,6253485,0.329,19.0,0,0,0,0,0,138.5,0.6,4.0,12.0,3.0,0,0,90.0,17.0,0,0,0,province_panel_simulation
province_year,2002,重庆,29.4316,106.9123,西南,,,,326744.62,4.24,11365.7,37.8,171970852,0.215,19.0,0,0,0,0,0,138.5,0.6,4.0,12.0,3.0,0,0,90.0,17.0,0,0,0,province_panel_simulation
province_year,2002,四川,30.5728,104.0668,西南,,,,1344603.62,17.46,46771.8,31.9,707686116,0.42,19.0,0,0,0,0,0,138.5,0.6,4.0,12.0,3.0,0,0,90.0,17.0,0,0,0,province_panel_simulation
province_year,2002,贵州,26.6477,106.6302,西南,,,,474274.77,6.16,16497.5,31.2,249618298,0.179,19.0,0,0,0,0,0,138.5,0.6,4.0,12.0,3.0,0,0,90.0,17.0,0,0,0,province_panel_simulation
province_year,2002,云南,25.0389,102.7183,西南,,,,730719.79,9.49,25417.9,23.1,384589362,0.261,19.0,0,0,0,0,0,138.5,0.6,4.0,12.0,3.0,0,0,90.0,17.0,0,0,0,province_panel_simulation
province_year,2002,西藏,29.65,91.1,西南,,,,2970.41,0.04,103.3,36.3,1563371,0.259,19.0,0,0,0,0,0,138.5,0.6,4.0,12.0,3.0,0,0,90.0,17.0,0,0,0,province_panel_simulation
province_year,2002,陕西,34.3416,108.9398,西北,,,,217829.75,2.83,7577.2,39.4,114647235,0.216,19.0,0,0,0,0,0,138.5,0.6,4.0,12.0,3.0,0,0,90.0,17.0,0,0,0,province_panel_simulation
province_year,2002,甘肃,36.0613,103.834,西北,,,,201987.58,2.62,7026.1,34.1,106309254,0.239,19.0,0,0,0,0,0,138.5,0.6,4.0,12.0,3.0,0,0,90.0,17.0,0,0,0,province_panel_simulation
province_year,2002,青海,36.6173,101.7782,西北,,,,3960.54,0.05,137.8,37.2,2084495,0.246,19.0,0,0,0,0,0,138.5,0.6,4.0,12.0,3.0,0,0,90.0,17.0,0,0,0,province_panel_simulation
province_year,2002,宁夏,38.472,106.2589,西北,,,,4950.68,0.06,172.2,33.6,2605618,0.285,19.0,0,0,0,0,0,138.5,0.6,4.0,12.0,3.0,0,0,90.0,17.0,0,0,0,province_panel_simulation
province_year,2002,新疆,43.7928,87.617,西北,,,,62378.52,0.81,2169.8,29.6,32830799,0.338,19.0,0,0,0,0,0,138.5,0.6,4.0,12.0,3.0,0,0,90.0,17.0,0,0,0,province_panel_simulation
province_year,2003,北京,39.9042,116.4074,华北,,,,8152.19,0.1,298.0,39.3,4180612,0.299,19.5,0,0,0,0,0,142.1,0.6,4.0,12.0,3.0,0,0,95.0,18.0,0,0,0,province_panel_simulation
province_year,2003,天津,39.1252,117.1908,华北,,,,5095.12,0.06,186.2,38.4,2612882,0.248,19.5,0,0,0,0,0,142.1,0.6,4.0,12.0,3.0,0,0,95.0,18.0,0,0,0,province_panel_simulation
province_year,2003,河北,38.0455,114.502,华北,,,,128397.05,1.63,4693.2,39.0,65844641,0.244,19.5,0,0,0,0,0,142.1,0.6,4.0,12.0,3.0,0,0,95.0,18.0,0,0,0,province_panel_simulation
province_year,2003,山西,37.8706,112.5489,华北,,,,112092.66,1.42,4097.2,35.5,57483417,0.243,19.5,0,0,0,0,0,142.1,0.6,4.0,12.0,3.0,0,0,95.0,18.0,0,0,0,province_panel_simulation
province_year,2003,内蒙古,40.8422,111.7498,华北,,,,47894.14,0.61,1750.6,41.4,24561096,0.3,19.5,0,0,0,0,0,142.1,0.6,4.0,12.0,3.0,0,0,95.0,18.0,0,0,0,province_panel_simulation
province_year,2003,辽宁,41.8057,123.4315,东北,,,,103940.47,1.32,3799.2,34.4,53302805,0.28,19.5,0,0,0,0,0,142.1,0.6,4.0,12.0,3.0,0,0,95.0,18.0,0,0,0,province_panel_simulation
province_year,2003,吉林,43.8961,125.3265,东北,,,,87636.08,1.11,3203.3,51.3,44941581,0.285,19.5,0,0,0,0,0,142.1,0.6,4.0,12.0,3.0,0,0,95.0,18.0,0,0,0,province_panel_simulation
province_year,2003,黑龙江,45.8038,126.535,东北,,,,56046.33,0.71,2048.6,36.0,28741708,0.231,19.5,0,0,0,0,0,142.1,0.6,4.0,12.0,3.0,0,0,95.0,18.0,0,0,0,province_panel_simulation
province_year,2003,上海,31.2304,121.4737,华东,,,,6114.15,0.08,223.5,39.9,3135459,0.224,19.5,0,0,0,0,0,142.1,0.6,4.0,12.0,3.0,0,0,95.0,18.0,0,0,0,province_panel_simulation
province_year,2003,江苏,32.0603,118.7969,华东,,,,135530.22,1.72,4953.9,38.1,69502677,0.348,19.5,0,0,0,0,0,142.1,0.6,4.0,12.0,3.0,0,0,95.0,18.0,0,0,0,province_panel_simulation
province_year,2003,浙江,30.2741,120.1551,华东,,,,1288046.62,16.3,47080.5,57.5,660536725,0.332,19.5,0,0,0,0,0,142.1,0.6,4.0,12.0,3.0,0,0,95.0,18.0,0,0,0,province_panel_simulation
province_year,2003,安徽,31.8206,117.2272,华东,,,,232337.52,2.94,8492.4,33.8,119147447,0.369,19.5,0,0,0,0,0,142.1,0.6,4.0,12.0,3.0,0,0,95.0,18.0,0,0,0,province_panel_simulation
province_year,2003,福建,26.0745,119.2965,华东,,,,255775.08,3.24,9349.1,35.7,131166707,0.231,19.5,0,0,0,0,0,142.1,0.6,4.0,12.0,3.0,0,0,95.0,18.0,0,0,0,province_panel_simulation
province_year,2003,江西,28.6829,115.858,华东,,,,216033.13,2.73,7896.4,52.9,110786222,0.236,19.5,0,0,0,0,0,142.1,0.6,4.0,12.0,3.0,0,0,95.0,18.0,0,0,0,province_panel_simulation
province_year,2003,山东,36.6516,117.1201,华东,,,,176291.19,2.23,6443.8,39.4,90405738,0.314,19.5,0,0,0,0,0,142.1,0.6,4.0,12.0,3.0,0,0,95.0,18.0,0,0,0,province_panel_simulation
province_year,2003,河南,34.7466,113.6254,华中,,,,631795.02,8.0,23093.3,44.8,323997444,0.441,19.5,0,0,0,0,0,142.1,0.6,4.0,12.0,3.0,0,0,95.0,18.0,0,0,0,province_panel_simulation
province_year,2003,湖北,30.5928,114.3055,华中,,,,247622.89,3.13,9051.1,33.8,126986095,0.424,19.5,0,0,0,0,0,142.1,0.6,4.0,12.0,3.0,0,0,95.0,18.0,0,0,0,province_panel_simulation
province_year,2003,湖南,28.2282,112.9388,华中,,,,384172.13,4.86,14042.2,38.4,197011349,0.346,19.5,0,0,0,0,0,142.1,0.6,4.0,12.0,3.0,0,0,95.0,18.0,0,0,0,province_panel_simulation
province_year,2003,广东,23.1291,113.2644,华南,,,,199728.75,2.53,7300.5,40.9,102424998,0.229,19.5,0,0,0,0,0,142.1,0.6,4.0,12.0,3.0,0,0,95.0,18.0,0,0,0,province_panel_simulation
province_year,2003,广西,22.817,108.3665,华南,,,,168139.0,2.13,6145.8,61.5,86225126,0.28,19.5,0,0,0,0,0,142.1,0.6,4.0,12.0,3.0,0,0,95.0,18.0,0,0,0,province_panel_simulation
province_year,2003,海南,20.044,110.3508,华南,,,,12228.29,0.15,447.0,36.3,6270918,0.238,19.5,0,0,0,0,0,142.1,0.6,4.0,12.0,3.0,0,0,95.0,18.0,0,0,0,province_panel_simulation
province_year,2003,重庆,29.4316,106.9123,西南,,,,336277.99,4.26,12291.6,39.5,172450252,0.276,19.5,0,0,0,0,0,142.1,0.6,4.0,12.0,3.0,0,0,95.0,18.0,0,0,0,province_panel_simulation
province_year,2003,四川,30.5728,104.0668,西南,,,,1383834.89,17.52,50581.7,32.0,709658918,0.341,19.5,0,0,0,0,0,142.1,0.6,4.0,12.0,3.0,0,0,95.0,18.0,0,0,0,province_panel_simulation
province_year,2003,贵州,26.6477,106.6302,西南,,,,488112.6,6.18,17841.4,28.2,250314154,0.167,19.5,0,0,0,0,0,142.1,0.6,4.0,12.0,3.0,0,0,95.0,18.0,0,0,0,province_panel_simulation
